chrom	length	bases	mean	min	max
TE_00001656_INT#LTR/unknown	5671	239419	42.22	1	237
TE_00001657#DNA/DTC	3534	899098	254.41	30	664
TE_00001658#DNA/Helitron	10064	225405	22.40	0	72
TE_00001659#DNA/DTT	279	115008	412.22	74	604
TE_00001660_LTR#LTR/Gypsy	310	5627	18.15	7	50
TE_00001661#DNA/DTT	1414	21508	15.21	0	144
TE_00001662#MITE/DTT	105	73896	703.77	0	1109
TE_00001663#DNA/DTT	2437	14487515	5944.82	141	11408
TE_00001664_LTR#LTR/Gypsy	839	38327	45.68	8	97
TE_00001665#DNA/DTT	1207	7265	6.02	0	70
TE_00001666_INT#LTR/Copia	6673	6417708	961.74	0	2255
TE_00001667_INT#LTR/unknown	5148	256882	49.90	4	160
TE_00001668_LTR#LTR/Gypsy	302	7853	26.00	13	39
TE_00001669#MITE/DTT	561	156153	278.35	1	974
TE_00001670_INT#LTR/Gypsy	2112	2629019	1244.80	0	6151
TE_00001671#MITE/DTT	135	218544	1618.84	2	2915
TE_00001672_INT#LTR/Copia	8642	10305436	1192.48	5	5904
TE_00001673_INT#LTR/Gypsy	900	462837	514.26	0	1160
TE_00001674_INT#LTR/Copia	4089	2767319	676.77	8	1168
TE_00001675#MITE/DTA	181	21	0.12	0	1
TE_00001676_INT#LTR/Copia	4277	120259	28.12	2	95
TE_00001677_LTR#LTR/unknown	2117	5979194	2824.37	47	5802
TE_00001678#DNA/DTM	3230	484179	149.90	0	672
TE_00001679#DNA/DTC	775	156125	201.45	0	612
TE_00001680#MITE/DTT	200	158635	793.17	2	1718
TE_00001681#DNA/DTM	1364	47893	35.11	6	193
TE_00001682#MITE/DTM	285	27701	97.20	25	134
TE_00001683#MITE/DTA	461	93479	202.77	34	475
TE_00001684_LTR#LTR/unknown	4173	5840089	1399.49	4	14803
TE_00001685#MITE/DTT	215	9748	45.34	11	73
TE_00001686#DNA/DTA	1434	70074	48.87	1	239
TE_00001687_LTR#LTR/unknown	4027	5146546	1278.01	7	8476
TE_00001688_INT#LTR/Gypsy	6954	22194340	3191.59	2	19360
TE_00001689#DNA/DTT	1472	6003863	4078.71	0	9591
TE_00001690#DNA/DTC	1035	436667	421.90	30	587
TE_00001691_INT#LTR/Gypsy	1544	611203	395.86	0	1607
TE_00001692_INT#LTR/unknown	3018	7913245	2622.02	4	8868
TE_00001693_INT#LTR/unknown	1948	186151	95.56	6	348
TE_00001694_LTR#LTR/unknown	958	925600	966.18	11	1863
TE_00001695_INT#LTR/Gypsy	4160	2546375	612.11	0	1292
TE_00001696_LTR#LTR/Gypsy	195	4428	22.71	2	40
TE_00001697_INT#LTR/Gypsy	2793	11670829	4178.60	0	7361
TE_00001698_INT#LTR/unknown	898	4433840	4937.46	1	20458
TE_00001699#DNA/DTH	82	207	2.52	0	3
TE_00001700#MITE/DTA	188	136358	725.31	130	883
TE_00001701_INT#LTR/Gypsy	11758	7037217	598.50	1	3240
TE_00001702#MITE/DTT	100	3460	34.60	4	85
TE_00001703#DNA/DTA	786	10501	13.36	0	105
TE_00001704_LTR#LTR/Copia	2387	27869952	11675.72	108	24060
TE_00001705_INT#LTR/Gypsy	7500	7121696	949.56	11	6143
TE_00001706_INT#LTR/Copia	195	36141	185.34	83	288
TE_00001707#DNA/DTH	2216	300199	135.47	1	537
TE_00001708_INT#LTR/Copia	713	3437426	4821.07	0	8603
TE_00001709_INT#LTR/unknown	5646	557880	98.81	1	695
TE_00001710_INT#LTR/unknown	3139	1018347	324.42	4	1255
TE_00001711#DNA/DTT	603	29520	48.96	0	271
TE_00001712_INT#LTR/unknown	6685	873157	130.61	1	1177
TE_00001713_INT#LTR/unknown	360	372531	1034.81	11	5037
TE_00001714#DNA/DTT	1708	28109	16.46	0	38
TE_00001715#DNA/DTT	921	34274	37.21	2	350
TE_00001716#DNA/DTM	1589	22713	14.29	1	52
TE_00001717_LTR#LTR/unknown	4175	10685986	2559.52	108	25369
TE_00001718#DNA/DTC	146	13522	92.62	23	139
TE_00001719#DNA/DTH	1112	17552	15.78	0	100
TE_00001720#MITE/DTT	109	6027	55.29	14	89
TE_00001721#DNA/DTC	130	14151	108.85	0	208
TE_00001722_INT#LTR/Gypsy	122	44375	363.73	0	848
TE_00001723#DNA/DTC	1829	64533	35.28	0	554
TE_00001724#DNA/DTA	603	137541	228.09	21	323
TE_00001725#DNA/DTA	1288	18936	14.70	0	62
TE_00001726_LTR#LTR/Gypsy	893	17929545	20077.88	237	37004
TE_00001727_INT#LTR/Copia	4342	1605995	369.87	3	716
TE_00001728_INT#LTR/unknown	200	789	3.94	0	6
TE_00001729_LTR#LTR/Copia	410	12485	30.45	7	231
TE_00001730#DNA/DTH	2061	1000328	485.36	2	918
TE_00001731_INT#LTR/Gypsy	7265	7810149	1075.04	2	9668
TE_00001732_LTR#LTR/Copia	352	9250	26.28	9	45
TE_00001733_INT#LTR/Copia	2520	974709	386.79	0	12768
TE_00001734#DNA/DTT	1110	3945	3.55	0	12
TE_00001735_INT#LTR/Gypsy	136	2455	18.05	0	49
TE_00001736#DNA/DTC	567	111393	196.46	6	568
TE_00001737#MITE/DTT	481	32466	67.50	1	190
TE_00001738_LTR#LTR/unknown	3779	4257971	1126.75	16	8178
TE_00001739#DNA/DTC	673	106995	158.98	4	409
TE_00001740_INT#LTR/unknown	1805	1005380	557.00	0	3210
TE_00001741#MITE/DTA	171	30751	179.83	17	337
TE_00001742#DNA/DTM	1041	45157	43.38	5	71
TE_00001743_INT#LTR/unknown	5686	223892	39.38	0	148
TE_00001744_INT#LTR/unknown	194	526922	2716.09	0	4070
TE_00001745#MITE/DTT	256	1317	5.14	1	12
TE_00001746#MITE/DTH	297	83737	281.94	27	803
TE_00001747#MITE/DTA	101	89	0.88	0	3
TE_00001748_INT#LTR/unknown	5202	150376	28.91	0	128
TE_00001749_INT#LTR/Gypsy	1133	106950	94.40	0	284
TE_00001750#MITE/DTT	335	8056	24.05	1	121
TE_00001751#DNA/DTH	1021	9635	9.44	1	39
TE_00001752_INT#LTR/Copia	134	434877	3245.35	18	7866
TE_00001753_INT#LTR/Copia	8514	3589340	421.58	38	714
TE_00001754#DNA/DTM	824	4799	5.82	1	17
TE_00001755#MITE/DTM	562	77819	138.47	13	190
TE_00001756#DNA/Helitron	289	9323	32.26	0	75
TE_00001757_LTR#LTR/Gypsy	608	184715	303.81	86	406
TE_00001758#DNA/Helitron	734	94827	129.19	6	333
TE_00001759#DNA/DTC	845	147489	174.54	3	453
TE_00001760#DNA/DTC	1450	18333	12.64	0	72
TE_00001761_INT#LTR/unknown	1839	2386157	1297.53	15	3135
TE_00001762#DNA/Helitron	7629	521973	68.42	0	554
TE_00001763_INT#LTR/Gypsy	2662	4610806	1732.08	0	3687
TE_00001764#DNA/DTC	968	59026	60.98	6	126
TE_00001765_INT#LTR/Gypsy	9008	9363444	1039.46	4	4023
TE_00001766#DNA/DTC	4711	80651	17.12	0	125
TE_00001767_INT#LTR/unknown	5602	4188290	747.64	5	3801
TE_00001768#MITE/DTH	408	2801	6.87	1	14
TE_00001769_INT#LTR/unknown	3610	5323479	1474.65	3	12064
TE_00001770_INT#LTR/unknown	122	114980	942.46	2	1428
TE_00001771_INT#LTR/unknown	259	1011897	3906.94	0	12056
TE_00001772#DNA/DTM	4548	1169803	257.21	0	945
TE_00001773_INT#LTR/Copia	757	10589648	13988.97	1	23634
TE_00001774_LTR#LTR/Copia	166	4644	27.98	6	45
TE_00001775_INT#LTR/Gypsy	1677	5707472	3403.38	1	7749
TE_00001776_INT#LTR/Copia	219	52417	239.35	0	481
TE_00001777_INT#LTR/Gypsy	320	57065	178.33	0	746
TE_00001778#MITE/DTM	257	21853	85.03	8	165
TE_00001779_INT#LTR/unknown	4245	1132245	266.72	37	458
TE_00001780_INT#LTR/Copia	1328	70593	53.16	12	79
TE_00001781#DNA/Helitron	4736	169145	35.71	1	425
TE_00001782_LTR#LTR/Copia	219	10123	46.22	21	60
TE_00001783#DNA/DTT	3351	92386	27.57	0	190
TE_00001784_INT#LTR/unknown	5068	317005	62.55	2	393
TE_00001785#DNA/DTC	741	515485	695.66	1	1715
TE_00001786_INT#LTR/Gypsy	1951	2326227	1192.33	0	6544
TE_00001787_LTR#LTR/Gypsy	4048	16637066	4109.95	504	14458
TE_00001788#DNA/DTT	953	11421	11.98	0	44
TE_00001789#DNA/DTC	2782	460697	165.60	0	1325
TE_00001790_INT#LTR/unknown	1199	7785807	6493.58	0	29898
TE_00001791_INT#LTR/Gypsy	1557	20598294	13229.48	1713	19049
TE_00001792_INT#LTR/Gypsy	1896	2343311	1235.92	0	5647
TE_00001793_LTR#LTR/unknown	4057	3862632	952.09	1	6722
TE_00001794#MITE/DTM	226	4599	20.35	3	53
TE_00001795_INT#LTR/unknown	5748	2646886	460.49	1	4342
TE_00001796_INT#LTR/unknown	1421	1150506	809.65	96	2373
TE_00001797_LTR#LTR/Gypsy	3958	4876297	1232.01	0	9772
TE_00001798_INT#LTR/Gypsy	213	2699	12.67	0	22
TE_00001799_LTR#LTR/unknown	249	4775	19.18	7	38
TE_00001800#DNA/DTA	613	14333	23.38	2	68
TE_00001801#DNA/DTA	971	7383	7.60	0	28
TE_00001802_LTR#LTR/unknown	798	29438	36.89	14	66
TE_00001803#DNA/DTH	636	46366	72.90	3	115
TE_00001804_INT#LTR/Gypsy	885	134949	152.48	0	188
TE_00001805_INT#LTR/Gypsy	7182	5573745	776.07	29	1959
TE_00001806#MITE/DTH	337	2270	6.74	2	11
TE_00001807#DNA/DTT	1123	302786	269.62	11	1776
TE_00001808#DNA/DTT	2080	11818	5.68	0	46
TE_00001809_INT#LTR/Gypsy	4925	628854	127.69	1	1117
TE_00001810#DNA/DTM	1911	32636	17.08	1	55
TE_00001811_LTR#LTR/unknown	735	42767	58.19	8	206
TE_00001812_LTR#LTR/Gypsy	286	7663458	26795.31	13596	30519
TE_00001813_INT#LTR/Gypsy	7846	589552	75.14	0	1041
TE_00001814#MITE/DTT	130	42384	326.03	0	608
TE_00001815#MITE/DTM	107	53298	498.11	320	560
TE_00001816#DNA/Helitron	563	20835	37.01	2	78
TE_00001817_LTR#LTR/Copia	1510	2727716	1806.43	66	7376
TE_00001818#DNA/Helitron	491	55179	112.38	2	245
TE_00001819#DNA/Helitron	4534	430739	95.00	0	1053
TE_00001820#DNA/DTC	3673	100604	27.39	2	112
TE_00001821_INT#LTR/unknown	3642	17228577	4730.53	24	17313
TE_00001822#DNA/DTM	3409	75536	22.16	2	49
TE_00001823#DNA/DTT	2157	611944	283.70	0	3444
TE_00001824_INT#LTR/Copia	426	389931	915.33	0	1691
TE_00001825#DNA/DTH	2730	147489	54.03	0	324
TE_00001826_INT#LTR/unknown	196	49671	253.42	0	665
TE_00001827#MITE/DTA	157	1582	10.08	4	15
TE_00001828#DNA/DTT	1604	561284	349.93	1	1196
TE_00001829#DNA/DTH	1440	17385	12.07	0	133
TE_00001830#MITE/DTT	399	10637	26.66	0	221
TE_00001831_INT#LTR/Gypsy	129	22372	173.43	0	244
TE_00001832_INT#LTR/Gypsy	1809	570123	315.16	2	1337
TE_00001833_INT#LTR/Copia	4712	539432	114.48	12	810
TE_00001834#DNA/DTT	4288	221751	51.71	5	339
TE_00001835_INT#LTR/unknown	6108	522504	85.54	0	469
TE_00001836#DNA/DTA	1378	138854	100.76	4	471
TE_00001837#MITE/DTT	242	4100	16.94	10	32
TE_00001838_INT#LTR/Copia	10091	29173990	2891.09	155	12752
TE_00001839_INT#LTR/Gypsy	3793	6765636	1783.72	1	14195
TE_00001840_INT#LTR/Gypsy	4402	4687525	1064.86	9	3035
TE_00001841#DNA/DTT	1407	9111	6.48	0	26
TE_00001842_INT#LTR/unknown	831	4756915	5724.33	6	10970
TE_00001843#DNA/DTH	994	193545	194.71	4	486
TE_00001844_INT#LTR/unknown	3320	5116030	1540.97	121	2957
TE_00001845#DNA/DTT	2863	64691	22.60	0	362
TE_00001846_INT#LTR/unknown	120	3904	32.53	0	59
TE_00001847#MITE/DTM	112	2202	19.66	0	29
TE_00001848_INT#LTR/Copia	4380	97449	22.25	3	118
TE_00001849#DNA/DTH	1143	56181	49.15	0	135
TE_00001850#DNA/DTT	3510	30763	8.76	0	93
TE_00001851_INT#LTR/Gypsy	1313	622841	474.36	3	1187
TE_00001852_INT#LTR/Gypsy	3942	1820458	461.81	0	1300
TE_00001853#DNA/DTM	1569	60023	38.26	5	106
TE_00001854#DNA/DTC	1246	40176	32.24	10	159
TE_00001855#DNA/DTM	1194	591278	495.21	98	960
TE_00001856_LTR#LTR/unknown	4565	6811594	1492.13	11	4833
TE_00001857_INT#LTR/Gypsy	3110	656146	210.98	0	688
TE_00001858#DNA/DTT	760	3054	4.02	0	13
TE_00001859#MITE/DTT	333	2189	6.57	3	12
TE_00001860_INT#LTR/Gypsy	4418	1832878	414.87	12	2081
TE_00001861#MITE/DTM	280	48133	171.90	9	329
TE_00001862_INT#LTR/Copia	4195	384026	91.54	1	461
TE_00001863_LTR#LTR/Copia	225	5691	25.29	5	36
TE_00001864_INT#LTR/Gypsy	481	96965	201.59	0	469
TE_00001865#DNA/DTM	923	15482	16.77	8	25
TE_00001866_LTR#LTR/unknown	655	1401952	2140.38	260	4636
TE_00001867#MITE/DTT	210	514414	2449.59	0	6649
TE_00001868#DNA/DTC	172	4125	23.98	9	36
TE_00001869#MITE/DTC	182	7883	43.31	3	96
TE_00001870_INT#LTR/unknown	3575	11045937	3089.77	0	11343
TE_00001871#DNA/DTT	387	46926	121.26	1	284
TE_00001872#MITE/DTT	246	4068	16.54	3	59
TE_00001873#DNA/DTA	660	241525	365.95	3	2387
TE_00001874_LTR#LTR/unknown	4352	2696653	619.64	11	3371
TE_00001875_INT#LTR/unknown	1729	989595	572.35	58	801
TE_00001876_INT#LTR/Gypsy	1579	679269	430.19	0	1278
TE_00001877#DNA/DTH	1058	389515	368.16	0	3971
TE_00001878_INT#LTR/unknown	5807	247567	42.63	1	392
TE_00001879_INT#LTR/Gypsy	5008	732415	146.25	7	420
TE_00001880#DNA/DTT	2470	39998	16.19	0	159
TE_00001881#DNA/DTT	2398	201515	84.03	0	899
TE_00001882_LTR#LTR/Gypsy	984	16306219	16571.36	1456	21462
TE_00001883#MITE/DTT	245	498617	2035.17	218	3644
TE_00001884_INT#LTR/Gypsy	538	60000	111.52	0	240
TE_00001885#MITE/DTC	494	21324	43.17	1	145
TE_00001886#MITE/DTM	255	20827	81.67	11	196
TE_00001887_LTR#LTR/Copia	2896	1836909	634.29	60	863
TE_00001888_INT#LTR/Gypsy	7715	5248562	680.31	7	2022
TE_00001889#DNA/DTM	1516	29983	19.78	4	49
TE_00001890#DNA/DTC	1667	5429	3.26	0	12
TE_00001891#DNA/DTT	3212	17719	5.52	0	44
TE_00001892#DNA/Helitron	445	7385	16.60	0	72
TE_00001893_INT#LTR/Gypsy	5056	6812345	1347.38	0	5673
TE_00001894#DNA/DTM	2001	851860	425.72	1	2059
TE_00001895_INT#LTR/Copia	4414	484586	109.78	4	486
TE_00001896#DNA/Helitron	3595	197477	54.93	0	491
TE_00001897#DNA/Helitron	7472	1819817	243.55	0	1231
TE_00001898_INT#LTR/Gypsy	2507	710610	283.45	0	1296
TE_00001899#MITE/DTT	274	151857	554.22	2	1231
TE_00001900#MITE/DTT	215	125307	582.82	326	737
TE_00001901_LTR#LTR/Copia	343	8872	25.87	3	42
TE_00001902#DNA/Helitron	1068	29266	27.40	0	50
TE_00001903_INT#LTR/Gypsy	457	334883	732.79	0	4990
TE_00001904#DNA/DTH	1387	166673	120.17	1	339
TE_00001905_INT#LTR/Gypsy	580	2361301	4071.21	0	9174
TE_00001906_INT#LTR/Copia	5418	599729	110.69	0	969
TE_00001907_INT#LTR/Copia	705	15295031	21695.08	0	41368
TE_00001908_INT#LTR/Gypsy	102	9699	95.09	0	309
TE_00001909#DNA/DTA	649	230516	355.19	24	750
TE_00001910_INT#LTR/Gypsy	1075	8062	7.50	0	25
TE_00001911#DNA/DTC	3276	1275589	389.37	3	1703
TE_00001912_INT#LTR/Gypsy	851	567227	666.54	0	2558
TE_00001913#MITE/DTM	246	134	0.54	0	4
TE_00001914#DNA/DTM	969	4770	4.92	0	9
TE_00001915_INT#LTR/Gypsy	2056	952892	463.47	1	2896
TE_00001916#DNA/DTC	2816	64411490	22873.40	2448	49811
TE_00001917_INT#LTR/unknown	12485	498398	39.92	0	1073
TE_00001918_LTR#LTR/Gypsy	321	9084	28.30	8	44
TE_00001919_INT#LTR/unknown	1074	3145691	2928.95	0	7544
TE_00001920_INT#LTR/unknown	324	24018	74.13	0	302
TE_00001921_INT#LTR/Gypsy	2057	1052292	511.57	0	2740
TE_00001922#DNA/DTM	1760	113563	64.52	2	542
TE_00001923#DNA/DTA	1161	12163	10.48	0	59
TE_00001924#DNA/DTH	144	21324	148.08	2	229
TE_00001925#DNA/DTM	1051	23680	22.53	6	105
TE_00001926_INT#LTR/Gypsy	3073	6632797	2158.41	0	5727
TE_00001927_INT#LTR/Copia	721	6415	8.90	0	38
TE_00001928_INT#LTR/unknown	4783	959746	200.66	4	2553
TE_00001929_LTR#LTR/Copia	983	2234024	2272.66	568	3976
TE_00001930#DNA/Helitron	5523	2602021	471.12	0	6134
TE_00001931#DNA/DTC	4030	736744	182.81	0	974
TE_00001932#MITE/DTT	118	11594	98.25	50	125
TE_00001933_LTR#LTR/Gypsy	334	92105	275.76	5	422
TE_00001934_INT#LTR/Copia	4222	251165	59.49	3	220
TE_00001935#DNA/Helitron	896	141481	157.90	2	686
TE_00001936#DNA/Helitron	377	5202	13.80	1	50
TE_00001937#MITE/DTT	160	582	3.64	2	10
TE_00001938_INT#LTR/Gypsy	2973	1555088	523.07	0	1472
TE_00001939#DNA/Helitron	422	5250	12.44	3	21
TE_00001940_INT#LTR/Gypsy	1022	675293	660.76	0	1500
TE_00001941_INT#LTR/Gypsy	205	64812	316.16	0	951
TE_00001942#DNA/Helitron	2867	115767	40.38	0	570
TE_00001943#MITE/DTT	190	136869	720.36	3	1111
TE_00001944#DNA/DTT	4214	66100	15.69	0	238
TE_00001945_INT#LTR/Gypsy	435	1968422	4525.11	1	10238
TE_00001946_INT#LTR/Copia	240	6122338	25509.74	0	35877
TE_00001947_INT#LTR/Copia	98	218	2.22	0	4
TE_00001948#DNA/DTH	1514	33214	21.94	1	113
TE_00001949_LTR#LTR/Copia	384	20728	53.98	13	82
TE_00001950_INT#LTR/unknown	1469	3551477	2417.62	0	4374
TE_00001951_INT#LTR/unknown	2653	624589	235.43	1	3280
TE_00001952#DNA/Helitron	627	4347	6.93	1	19
TE_00001953#DNA/Helitron	4955	1116582	225.34	6	2000
TE_00001954_INT#LTR/Gypsy	2437	2409417	988.68	1	2309
TE_00001955#DNA/Helitron	1146	5296	4.62	0	32
TE_00001956_INT#LTR/unknown	4623	2829921	612.14	1	6779
TE_00001957#DNA/DTH	140	68176	486.97	2	781
TE_00001958_LTR#LTR/unknown	863	281571	326.27	20	1164
TE_00001959#DNA/DTM	1339	58352	43.58	12	322
TE_00001960_LTR#LTR/unknown	946	6196285	6549.98	256	14720
TE_00001961_LTR#LTR/unknown	179	100659	562.34	263	768
TE_00001962_INT#LTR/unknown	4960	6776911	1366.31	11	5446
TE_00001963#DNA/DTM	1240	30391	24.51	0	178
TE_00001964#MITE/DTT	150	2803	18.69	0	43
TE_00001965#DNA/Helitron	2515	18643	7.41	0	52
TE_00001966#DNA/Helitron	1662	228775	137.65	2	297
TE_00001967_INT#LTR/Gypsy	3605	7436008	2062.69	0	4196
TE_00001968#DNA/DTM	1205	32345	26.84	3	87
TE_00001969#DNA/DTM	1120	37938	33.87	2	111
TE_00001970#DNA/DTM	975	12868	13.20	3	72
TE_00001971_INT#LTR/unknown	114	127107	1114.97	0	1653
TE_00001972_INT#LTR/unknown	166	21820	131.45	0	306
TE_00001973#DNA/Helitron	1033	17189	16.64	1	69
TE_00001974#MITE/DTT	200	10717	53.59	1	263
TE_00001975_INT#LTR/Gypsy	103	38465	373.45	0	679
TE_00001976_LTR#LTR/unknown	3758	2731658	726.89	5	4357
TE_00001977_INT#LTR/Gypsy	1859	18673	10.04	0	27
TE_00001978#DNA/DTC	194	266	1.37	0	4
TE_00001979#MITE/DTT	136	199	1.46	0	3
TE_00001980_LTR#LTR/unknown	709	2061664	2907.85	196	6216
TE_00001981#DNA/DTM	2311	174430	75.48	0	413
TE_00001982_INT#LTR/unknown	191	76853	402.37	0	1287
TE_00001983#DNA/DTT	745	12973	17.41	0	85
TE_00001984_INT#LTR/Gypsy	4753	41012	8.63	1	56
TE_00001985_INT#LTR/unknown	5244	420516	80.19	0	480
TE_00001986_LTR#LTR/unknown	178	21938	123.25	7	210
TE_00001987#DNA/DTC	884	3515	3.98	0	8
TE_00001988_INT#LTR/Gypsy	867	8455413	9752.49	14	20738
TE_00001989#DNA/DTH	1103	60045	54.44	0	117
TE_00001990#DNA/DTA	1560	18986	12.17	0	134
TE_00001991#DNA/DTM	2122	249447	117.55	10	317
TE_00001992#DNA/DTH	1705	11742	6.89	0	41
TE_00001993#DNA/Helitron	4630	46707	10.09	2	62
TE_00001994_LTR#LTR/Copia	106	940	8.87	3	13
TE_00001995_LTR#LTR/Copia	844	2265775	2684.57	0	5415
TE_00001996_INT#LTR/Gypsy	3514	1587508	451.77	5	4035
TE_00001997#DNA/Helitron	1822	559096	306.86	0	4657
TE_00001998#DNA/Helitron	1054	283461	268.94	0	499
TE_00001999#MITE/DTM	305	692	2.27	0	8
TE_00002000_INT#LTR/Copia	4635	2009165	433.48	10	985
TE_00002001#DNA/DTC	3775	6643372	1759.83	9	5605
TE_00002002#DNA/DTT	1200	12216	10.18	0	69
TE_00002003#DNA/DTC	294	40921	139.19	0	473
TE_00002004#DNA/DTH	2091	416313	199.10	3	494
TE_00002005_LTR#LTR/Copia	184	6502	35.34	3	54
TE_00002006_INT#LTR/Gypsy	979	8392181	8572.20	1	32911
TE_00002007_INT#LTR/Copia	117	2708	23.15	1	49
TE_00002008#DNA/Helitron	2034	174619	85.85	0	328
TE_00002009#DNA/Helitron	128	1935	15.12	0	55
TE_00002010_INT#LTR/Gypsy	2287	2079367	909.21	1	9402
TE_00002011#DNA/DTH	1384	1198611	866.05	7	1783
TE_00002012#DNA/Helitron	472	1610547	3412.18	2265	4330
TE_00002013#DNA/Helitron	6286	17736669	2821.61	0	38162
TE_00002014#DNA/DTT	2673	15777	5.90	0	28
TE_00002015#DNA/DTC	1101	17820	16.19	3	66
TE_00002016#DNA/DTC	3875	69990	18.06	0	78
TE_00002017_INT#LTR/unknown	4152	601142	144.78	2	767
TE_00002018_LTR#LTR/unknown	185	22318	120.64	20	201
TE_00002019_INT#LTR/Copia	354	31170	88.05	0	364
TE_00002020_INT#LTR/Gypsy	7434	18417383	2477.45	0	5505
TE_00002021_INT#LTR/Gypsy	4597	21170534	4605.29	0	15228
TE_00002022_LTR#LTR/Copia	192	748	3.90	2	6
TE_00002023#DNA/DTM	1156	36971	31.98	6	132
TE_00002024_INT#LTR/Gypsy	6213	19215543	3092.80	0	11272
TE_00002025#DNA/DTC	499	17564	35.20	0	102
TE_00002026#MITE/DTM	398	35832	90.03	0	267
TE_00002027_INT#LTR/Copia	212	5050598	23823.58	0	39507
TE_00002028#DNA/DTC	1620	31385	19.37	2	72
TE_00002029_INT#LTR/unknown	5066	609962	120.40	4	1426
TE_00002030#DNA/DTM	1786	22915	12.83	0	41
TE_00002031#DNA/DTT	785	13817	17.60	2	141
TE_00002032#DNA/DTT	2472	30487	12.33	0	209
TE_00002033#DNA/DTT	1032	11348	11.00	1	52
TE_00002034#MITE/DTT	295	11704	39.67	1	99
TE_00002035#MITE/DTT	348	6637	19.07	0	95
TE_00002036_INT#LTR/Gypsy	1238	747338	603.67	1	1665
TE_00002037#DNA/DTT	3119	8647	2.77	0	53
TE_00002038_INT#LTR/Copia	92	23716	257.78	42	338
TE_00002039_INT#LTR/unknown	1286	1162759	904.17	0	3010
TE_00002040_INT#LTR/unknown	535	927117	1732.93	0	6326
TE_00002041#DNA/DTT	3501	92247	26.35	1	612
TE_00002042_LTR#LTR/Copia	177	1973	11.15	4	16
TE_00002043#DNA/DTM	500	69093	138.19	8	431
TE_00002044#DNA/Helitron	4111	62280	15.15	0	95
TE_00002045_INT#LTR/Gypsy	144	128	0.89	0	3
TE_00002046#DNA/DTH	1392	92957	66.78	0	157
TE_00002047_LTR#LTR/Gypsy	91	472	5.19	2	7
TE_00002048#DNA/DTC	1252	255948	204.43	1	737
TE_00002049#DNA/DTM	3125	532553	170.42	2	672
TE_00002050#DNA/DTT	1600	60523	37.83	0	224
TE_00002051_INT#LTR/unknown	2900	6851308	2362.52	0	8270
TE_00002052_LTR#LTR/unknown	3885	3929373	1011.42	13	6041
TE_00002053_INT#LTR/Gypsy	4332	79165	18.27	1	106
TE_00002054#DNA/Helitron	2744	331974	120.98	0	1239
TE_00002055_INT#LTR/Copia	601	77133	128.34	0	567
TE_00002056#DNA/Helitron	9989	327848	32.82	0	220
TE_00002057#DNA/Helitron	510	3161	6.20	2	23
TE_00002058_INT#LTR/Gypsy	6279	11891285	1893.82	3	9299
TE_00002059_LTR#LTR/unknown	4108	15262037	3715.20	38	21321
TE_00002060_INT#LTR/unknown	1466	1166725	795.86	0	2363
TE_00002061#DNA/DTT	1003	8964539	8937.73	79	16457
TE_00002062#MITE/DTT	184	1019	5.54	4	7
TE_00002063#DNA/DTC	1589	66648	41.94	9	185
TE_00002064#DNA/DTC	4901	225383	45.99	1	808
TE_00002065#DNA/DTC	3662	526650	143.81	0	1272
TE_00002066_LTR#LTR/unknown	4498	5217685	1160.00	3	5263
TE_00002067_INT#LTR/Gypsy	4749	89877	18.93	2	83
TE_00002068_INT#LTR/Gypsy	1933	518020	267.99	14	388
TE_00002069_INT#LTR/Gypsy	117	3540	30.26	0	102
TE_00002070_INT#LTR/Gypsy	483	739342	1530.73	0	4147
TE_00002071_INT#LTR/unknown	3065	6452932	2105.36	0	9448
TE_00002072#DNA/DTA	1326	50882	38.37	0	531
TE_00002073#DNA/Helitron	717	70426	98.22	2	319
TE_00002074_INT#LTR/unknown	1663	4593467	2762.16	0	5107
TE_00002075_LTR#LTR/Gypsy	759	16200676	21344.76	2109	33332
TE_00002076#DNA/DTC	1140	516710	453.25	0	3564
TE_00002077_LTR#LTR/Copia	1692	41649289	24615.42	3595	76208
TE_00002078_INT#LTR/Copia	362	680911	1880.97	0	3410
TE_00002079_LTR#LTR/Copia	1697	16893586	9954.97	141	19742
TE_00002080#MITE/DTT	450	45074	100.16	0	542
TE_00002081#DNA/DTH	331	28292	85.47	5	117
TE_00002082#DNA/DTT	1607	47762	29.72	2	260
TE_00002083#DNA/DTC	1225	944480	771.00	65	3705
TE_00002084_INT#LTR/unknown	6663	90410	13.57	1	138
TE_00002085_INT#LTR/Gypsy	1887	385535	204.31	0	513
TE_00002086_INT#LTR/Gypsy	8012	2796112	348.99	2	2116
TE_00002087#MITE/DTT	374	9407	25.15	3	100
TE_00002088#DNA/DTC	4001	2307343	576.69	39	1889
TE_00002089_INT#LTR/unknown	5451	3481580	638.70	1	6034
TE_00002090#DNA/DTH	3735	40152	10.75	1	105
TE_00002091_INT#LTR/Copia	4454	98063	22.02	4	80
TE_00002092#DNA/DTT	635	52327	82.40	2	244
TE_00002093_INT#LTR/unknown	3322	7644452	2301.16	120	10392
TE_00002094#MITE/DTH	138	4631	33.56	3	75
TE_00002095#DNA/DTM	2261	572870	253.37	10	518
TE_00002096_LTR#LTR/Copia	137	22832	166.66	86	196
TE_00002097#DNA/DTT	1320	11824	8.96	0	28
TE_00002098_INT#LTR/unknown	1652	6568422	3976.04	0	9868
TE_00002099_INT#LTR/unknown	3033	2341694	772.07	0	1722
